"","region","species","fishery","year","totalCatch","data"
"574","Washington","Sockeye","Commercial",1914,3874579,"inpfc"
"575","Washington","Sockeye","Commercial",1915,862771,"inpfc"
"576","Washington","Sockeye","Commercial",1916,862776,"inpfc"
"577","Washington","Sockeye","Commercial",1917,5040522,"inpfc"
"578","Washington","Sockeye","Commercial",1918,825456,"inpfc"
"579","Washington","Sockeye","Commercial",1919,799099,"inpfc"
"580","Washington","Sockeye","Commercial",1920,680077,"inpfc"
"581","Washington","Sockeye","Commercial",1921,1174357,"inpfc"
"582","Washington","Sockeye","Commercial",1922,640397,"inpfc"
"583","Washington","Sockeye","Commercial",1923,686738,"inpfc"
"584","Washington","Sockeye","Commercial",1924,775958,"inpfc"
"585","Washington","Sockeye","Commercial",1925,1274237,"inpfc"
"586","Washington","Sockeye","Commercial",1926,537233,"inpfc"
"587","Washington","Sockeye","Commercial",1927,1018373,"inpfc"
"588","Washington","Sockeye","Commercial",1928,642009,"inpfc"
"589","Washington","Sockeye","Commercial",1929,1314021,"inpfc"
"590","Washington","Sockeye","Commercial",1930,3284720,"inpfc"
"591","Washington","Sockeye","Commercial",1931,743419,"inpfc"
"592","Washington","Sockeye","Commercial",1932,834843,"inpfc"
"593","Washington","Sockeye","Commercial",1933,1611015,"inpfc"
"594","Washington","Sockeye","Commercial",1934,2692041,"inpfc"
"595","Washington","Sockeye","Commercial",1935,717280,"inpfc"
"596","Washington","Sockeye","Commercial",1936,527848,"inpfc"
"597","Washington","Sockeye","Commercial",1937,1001307,"inpfc"
"598","Washington","Sockeye","Commercial",1938,1566491,"inpfc"
"599","Washington","Sockeye","Commercial",1939,592374,"inpfc"
"600","Washington","Sockeye","Commercial",1940,990423,"inpfc"
"601","Washington","Sockeye","Commercial",1941,2149404,"inpfc"
"602","Washington","Sockeye","Commercial",1942,3104982,"inpfc"
"603","Washington","Sockeye","Commercial",1943,289778,"inpfc"
"604","Washington","Sockeye","Commercial",1944,383518,"inpfc"
"605","Washington","Sockeye","Commercial",1945,791023,"inpfc"
"606","Washington","Sockeye","Commercial",1946,3628168,"inpfc"
"607","Washington","Sockeye","Commercial",1947,288993,"inpfc"
"608","Washington","Sockeye","Commercial",1948,1180215,"inpfc"
"609","Washington","Sockeye","Commercial",1949,1317985,"inpfc"
"610","Washington","Sockeye","Commercial",1950,1358593,"inpfc"
