"stk","yr","marCatch","frfnCatch","totalCatch","totalRun"
9,1992,0.060104,0.000191,0.060295,0.073217
9,1993,0.014719,0.000313,0.015032,0.016364
9,1994,5.876876,0.111618,5.988494,7.305624
9,1995,0.400267,0.123,0.523267,0.933969
9,1996,0.013174,0.004438,0.017611,0.031189
9,1997,0.017506,0.000127,0.017679,0.019685
9,1998,0.368286,0.053706,0.422591,2.56971
9,1999,0.08703,0.008693,0.097055,0.770718
9,2000,0.026298,0.006441,0.033603,0.051937
9,2001,0.01978,0.001877,0.021678,0.103259
9,2002,1.015367,0.193056,1.242511,7.039972
9,2003,0.216138,0.052455,0.274315,0.674341
9,2004,0.006338,0.005578,0.012205,0.026292
9,2005,0.003897,0.007785,0.011942,0.033055
9,2006,2.523694,0.322089,2.903462,7.415668
9,2007,0.02128,0.013242,0.034521,0.172328
9,2008,0.001824,0.002358,0.004248,0.011942
9,2009,0.003982,0.00137,0.005442,0.064815
9,2010,8.333053,0.806484,9.248047,17.333012
9,2011,0.090997,0.033726,0.131363,0.36807
9,2012,1.3e-05,2.4e-05,3.7e-05,9.5e-05
9,2013,0.030675,0.012447,0.043121,0.409468
9,2014,4.818117,0.50247,5.394836,8.549218
9,2015,0.006079,0.002354,0.008437,0.030914
10,1952,0.168773,0.011194,0.179967,0.227028
10,1953,0.207761,0.010708,0.218469,0.26096
10,1954,0.185751,0.004535,0.190286,0.208499
10,1955,0.131563,0.003442,0.135005,0.149558
10,1956,0.199274,0.0086,0.207874,0.257628
10,1957,0.128901,0.005438,0.134339,0.148875
10,1958,0.149098,0.005637,0.154735,0.169901
10,1959,0.218893,0.005338,0.224231,0.25039
10,1960,0.181242,0.007258,0.1885,0.225338
10,1961,0.050723,0.006617,0.05734,0.089021
10,1962,0.064371,0.012884,0.077255,0.103624
10,1963,0.159328,0.011853,0.171181,0.220074
10,1964,0.105398,0.01021,0.115608,0.164516
10,1965,0.062406,0.006227,0.068633,0.084863
10,1966,0.080778,0.004977,0.085755,0.105871
10,1967,0.248536,0.006828,0.255364,0.29524
10,1968,0.23586,0.006619,0.242479,0.300583
10,1969,0.169181,0.00246,0.171641,0.209023
10,1970,0.143774,0.002784,0.146558,0.177214
10,1971,0.43486,0.005136,0.439996,0.464625
10,1972,0.226074,0.003075,0.229149,0.283871
10,1973,0.432676,0.006305,0.438981,0.495716
10,1974,0.652333,0.023431,0.675764,0.795578
10,1975,0.23664,0.011285,0.247925,0.309506
10,1976,0.394693,0.01395,0.408643,0.486178
10,1977,0.146705,0.020265,0.16697,0.190815
10,1978,0.336568,0.022183,0.358751,0.453892
10,1979,0.243639,0.016546,0.260185,0.321173
10,1980,0.408159,0.019743,0.427902,0.512396
10,1981,0.336045,0.009037,0.345082,0.394105
10,1982,0.473278,0.021735,0.495013,0.614751
10,1983,0.351534,0.012659,0.364193,0.408222
10,1984,0.189229,0.012673,0.201902,0.242147
10,1985,0.128624,0.003115,0.131739,0.143866
10,1986,1.269828,0.019588,1.289416,1.627917
10,1987,0.731973,0.022895,0.754868,0.919814
10,1988,0.328419,0.018226,0.346645,0.513236
10,1989,0.205772,0.003253,0.209025,0.238631
10,1990,0.809031,0.004474,0.813505,0.980278
10,1991,0.716416,0.007231,0.723647,1.017673
10,1992,0.289313,0.008265,0.297578,0.484121
10,1993,1.386697,0.006995,1.393692,1.638646
10,1994,0.335848,0.004322,0.34017,0.379404
10,1995,0.02826,0.015121,0.043381,0.081969
10,1996,0.052676,0.003715,0.056391,0.112038
10,1997,0.172267,0.005153,0.178721,0.228923
10,1998,0.09833,0.007913,0.106545,0.407316
10,1999,0.019526,0.000511,0.020706,0.187913
10,2000,0.041283,0.000966,0.042941,0.063091
10,2001,0.01193,0.005744,0.017829,0.062279
10,2002,0.035275,0.001021,0.036296,0.225741
10,2003,0.118415,0.01923,0.141125,0.452085
10,2004,0.031954,0.003523,0.035477,0.100931
10,2005,0.015616,0.003262,0.018878,0.14836
10,2006,0.169267,0.006334,0.175601,0.584188
10,2007,0.039294,0.003188,0.042482,0.135962
10,2008,0.00546,0.003478,0.008937,0.05388
10,2009,0.003411,0.000805,0.004216,0.062887
10,2010,0.151804,0.009974,0.164015,0.309793
10,2011,0.074212,0.030745,0.114427,0.373388
10,2012,0.015391,0.013879,0.02927,0.103031
10,2013,0.004977,0.000565,0.005542,0.094526
10,2014,0.048258,0.007931,0.057592,0.09314
10,2015,0.007784,0.000283,0.008071,0.061656
11,1952,0.019931,5.6e-05,0.019987,0.03782
11,1953,0.029009,2e-05,0.029029,0.040572
11,1954,0.079603,2.5e-05,0.079628,0.101664
11,1955,0.143073,0.000122,0.143195,0.169117
11,1956,0.023341,0.000467,0.023808,0.037526
11,1957,0.053127,8.1e-05,0.053208,0.073583
11,1958,0.049114,4.8e-05,0.049162,0.062486
11,1959,0.234176,0.000525,0.234701,0.28248
11,1960,0.022009,0.000295,0.022304,0.039944
11,1961,0.013979,0.000416,0.014395,0.027791
11,1962,0.020344,0.000192,0.020536,0.047533
11,1963,0.030847,0.000694,0.031541,0.051844
11,1964,0.013138,0.000584,0.013722,0.024789
11,1965,0.004239,0.00011,0.004349,0.006804
11,1966,0.018309,0.000255,0.018564,0.035483
11,1967,0.09834,0.000462,0.098802,0.132
11,1968,0.044779,0.00076,0.045539,0.070853
11,1969,0.015894,0.000117,0.016011,0.021953
11,1970,0.024889,0.001249,0.026138,0.040079
11,1971,0.087978,0,0.087978,0.097106
11,1972,0.038567,7.2e-05,0.038639,0.049005
11,1973,0.004372,1.8e-05,0.00439,0.005031
11,1974,0.035076,0.000737,0.035813,0.044797
11,1975,0.036111,0.000624,0.036735,0.048084
11,1976,0.02628,0.00013,0.02641,0.030845
11,1977,0.000385,1.6e-05,0.000401,0.000483
11,1978,0.022265,9.9e-05,0.022364,0.02744
11,1979,0.075498,0.002122,0.07762,0.109651
11,1980,0.004613,0.000106,0.004719,0.006376
11,1981,0.001201,0,0.001201,0.001457
11,1982,0.051978,0.000408,0.052386,0.069111
11,1983,0.087565,0.000387,0.087952,0.107896
11,1984,0.00579,9.2e-05,0.005882,0.006876
11,1985,0.000541,0,0.000541,0.000965
11,1986,0.009034,0.000129,0.009163,0.012419
11,1987,0.068537,0,0.068537,0.100721
11,1988,0.008904,2e-05,0.008924,0.009785
11,1989,0.001679,0,0.001679,0.002097
11,1990,0.008537,3e-06,0.00854,0.0104
11,1991,0.043601,0.001161,0.044762,0.064919
11,1992,0.006298,0,0.006298,0.007501
11,1993,0.009805,3e-06,0.009808,0.010871
11,1994,0.018772,7.2e-05,0.018844,0.023243
11,1995,0.007804,0.001222,0.009026,0.019342
11,1996,0.000355,3.9e-05,0.00043,0.002452
11,1997,0.000835,1e-05,0.000846,0.000934
11,1998,0.00029,4.6e-05,0.00034,0.002299
11,1999,0.001472,0.000126,0.001763,0.014166
11,2000,0.000723,5.4e-05,0.000805,0.002032
11,2001,0.000107,7.7e-05,0.000184,0.000699
11,2002,0.000783,3.3e-05,0.000816,0.005965
11,2003,0.000639,6.2e-05,0.000701,0.002885
11,2004,2.8e-05,3e-06,3.1e-05,0.000121
11,2005,1.9e-05,8e-06,2.7e-05,0.00022
11,2006,0.001157,9.7e-05,0.001254,0.005039
11,2007,9.7e-05,3.6e-05,0.000133,0.000822
11,2008,3.3e-05,2.2e-05,5.5e-05,0.000395
11,2009,4.4e-05,8e-06,5.1e-05,0.00094
11,2010,0.009165,0.000668,0.010107,0.020218
11,2011,0.004489,0.000394,0.005099,0.012441
11,2012,0.000535,0.000454,0.00099,0.002094
11,2013,6.2e-05,9e-06,7.1e-05,0.002586
11,2014,0.010812,0.000366,0.011278,0.016116
11,2015,0.000209,1e-06,0.00021,0.001741
12,1953,0.000245,1e-06,0.000246,0.000296
12,1954,0.024609,0.000109,0.024718,0.028087
12,1955,0.000181,4e-06,0.000185,0.000226
12,1957,0.000353,1e-06,0.000354,0.000394
12,1958,0.031128,8.2e-05,0.03121,0.035946
12,1959,0.004567,1.7e-05,0.004584,0.005232
12,1961,2.2e-05,2e-06,2.4e-05,4.7e-05
12,1962,0.012108,0.000695,0.012803,0.024738
12,1963,0.003272,0.00016,0.003432,0.005443
12,1964,1.2e-05,0,1.2e-05,2.1e-05
12,1965,0.001694,4.6e-05,0.00174,0.002721
12,1966,0.036527,0.002248,0.038775,0.070118
12,1967,0.051607,0.00051,0.052117,0.056398
12,1968,0.000467,3.4e-05,0.000501,0.000587
12,1969,0.002162,0.000194,0.002356,0.003319
12,1970,0.026491,0.00034,0.026831,0.030704
12,1971,0.003991,3.6e-05,0.004027,0.004308
12,1972,0.000838,0.000132,0.00097,0.00116
12,1973,0.026464,0.000316,0.02678,0.030773
12,1974,0.047833,0.000392,0.048225,0.056751
12,1975,0.012457,0.00018,0.012637,0.015812
12,1976,0.0114,0.000895,0.012295,0.013337
12,1977,0.072219,0.000388,0.072607,0.080696
12,1978,0.029163,0.001561,0.030724,0.040702
12,1979,0.011137,0.000243,0.01138,0.014955
12,1980,0.005003,0.000457,0.00546,0.007332
12,1981,0.031669,0.000957,0.032626,0.038435
12,1982,0.075728,0.001126,0.076854,0.100721
12,1983,0.053483,0.00114,0.054623,0.06237
12,1984,0.01005,0.000482,0.010532,0.012242
12,1985,0.013495,0.000201,0.013696,0.016014
12,1986,0.185319,0.002552,0.187871,0.202162
12,1987,0.04079,0.000841,0.041631,0.048491
12,1988,0.022298,0.00109,0.023388,0.024456
12,1989,0.040989,0.000438,0.041427,0.049327
12,1990,0.048635,0.000167,0.048802,0.06875
12,1991,0.051295,0.001097,0.052392,0.064445
12,1992,0.01443,4e-05,0.01447,0.017176
12,1993,0.171063,5.4e-05,0.171117,0.190877
12,1994,0.052621,0.001584,0.054205,0.063475
12,1995,0.007496,0.000997,0.008493,0.016368
12,1996,0.004725,0.00021,0.005062,0.014112
12,1997,0.152942,0.000884,0.154229,0.171611
12,1998,0.018033,0.001979,0.020053,0.130166
12,1999,0.004789,0.00041,0.00537,0.040205
12,2000,0.043841,0.010666,0.055948,0.086582
12,2001,0.006598,0.001823,0.008421,0.043236
12,2002,0.002729,0.000539,0.00336,0.01892
12,2003,0.0028,0.00068,0.003554,0.008737
12,2004,0.003284,0.003146,0.00658,0.013604
12,2005,0.002191,0.004166,0.006503,0.018585
12,2006,0.016445,0.002099,0.018919,0.048322
12,2007,0.000597,0.000358,0.000955,0.004835
12,2008,0.000908,0.001151,0.0021,0.005948
12,2009,0.000177,6.1e-05,0.000243,0.003061
12,2010,0.082226,0.006485,0.089801,0.171248
12,2011,0.000962,0.000254,0.001289,0.003891
12,2012,2.6e-05,4.3e-05,7e-05,0.000189
12,2013,0.000937,0.000257,0.001193,0.012504
12,2014,0.050003,0.003128,0.05395,0.088726
12,2015,1.8e-05,9e-06,2.7e-05,9.3e-05
13,1952,0.100903,0.000106,0.101009,0.130774
13,1953,0.042295,1.6e-05,0.042311,0.0511
13,1954,0.153412,3.2e-05,0.153444,0.181581
13,1955,0.086771,1e-04,0.086871,0.108507
13,1956,0.01745,2.4e-05,0.017474,0.025964
13,1957,0.179013,8e-05,0.179093,0.19933
13,1958,0.21798,3.8e-05,0.218018,0.253957
13,1959,0.063939,0.000275,0.064214,0.072577
13,1960,0.014799,0.000118,0.014917,0.02195
13,1961,0.003483,0.000196,0.003679,0.007925
13,1962,0.015475,0.000738,0.016213,0.032137
13,1963,0.023566,0.000582,0.024148,0.038617
13,1964,0.002479,8.1e-05,0.00256,0.003756
13,1965,0.030947,0.000846,0.031793,0.049717
13,1966,0.033796,0.000724,0.03452,0.054009
13,1967,0.141846,0.000239,0.142085,0.164666
13,1968,0.018141,0.000236,0.018377,0.022176
13,1969,0.128146,0.001021,0.129167,0.187894
13,1970,0.082713,0.000409,0.083122,0.093557
13,1971,0.073963,0.000274,0.074237,0.079227
13,1972,0.125363,7.7e-05,0.12544,0.151178
13,1973,0.332855,0.000817,0.333672,0.382213
13,1974,0.344841,0.001305,0.346146,0.410239
13,1975,0.113511,0.001004,0.114515,0.144221
13,1976,0.285273,0.001376,0.286649,0.336581
13,1977,0.213769,0.00253,0.216299,0.268926
13,1978,0.189036,0.001299,0.190335,0.265506
13,1979,0.143087,0.003407,0.146494,0.191556
13,1980,0.192776,0.003431,0.196207,0.272801
13,1981,0.196369,0.002382,0.198751,0.240753
13,1982,0.902655,0.002954,0.905609,1.200623
13,1983,0.259174,0.000781,0.259955,0.299296
13,1984,0.281574,0.002162,0.283736,0.343338
13,1985,0.198755,0.000519,0.199274,0.236621
13,1986,1.220312,0.003078,1.22339,1.335718
13,1987,0.37479,0.001623,0.376413,0.445905
13,1988,0.540984,0.0033,0.544284,0.593541
13,1989,0.084482,1.8e-05,0.0845,0.101667
13,1990,0.042243,3.9e-05,0.042282,0.058659
13,1991,0.155594,0.001842,0.157436,0.195568
13,1992,0.304202,3.7e-05,0.304239,0.362925
13,1993,0.782795,0.000237,0.783032,0.867488
13,1994,0.60652,0.001063,0.607583,0.672539
13,1995,0.040022,0.00406,0.044082,0.078113
13,1996,0.214421,0.095783,0.312897,0.640496
13,1997,0.45405,0.006256,0.461357,0.509472
13,1998,0.10615,0.102927,0.20917,0.76597
13,1999,0.02873,0.007483,0.037104,0.24034
13,2000,0.159053,0.012419,0.171884,0.446919
13,2001,0.034322,0.005956,0.040278,0.224917
13,2002,0.0688,0.110019,0.178819,0.524044
13,2003,0.055078,0.015006,0.071991,0.248551
13,2004,0.039549,0.007378,0.046927,0.168587
13,2005,0.013348,0.008567,0.021915,0.155387
13,2006,0.064357,0.012278,0.076635,0.280215
13,2007,0.017717,0.002061,0.019778,0.149501
13,2008,0.010003,0.006733,0.016736,0.119837
13,2009,0.005444,0.000985,0.00643,0.117542
13,2010,0.103608,0.018804,0.125513,0.228571
13,2011,0.122707,0.051742,0.180357,0.340062
13,2012,0.007781,0.007356,0.015137,0.030437
13,2013,0.00602,0.002028,0.008048,0.251557
13,2014,0.097145,0.005274,0.10332,0.144808
13,2015,0.001373,5e-06,0.001378,0.011425
14,1958,1.5e-05,0,1.5e-05,2e-05
14,1959,0.000125,0,0.000125,0.000152
14,1963,0.000562,5.4e-05,0.000616,0.001052
14,1964,0.00031,4.9e-05,0.000359,0.000505
14,1967,0.007526,0.000205,0.007731,0.008647
14,1968,0.00257,0.000131,0.002701,0.003655
14,1969,0.000197,6e-06,0.000203,0.000255
14,1970,3.3e-05,3e-06,3.6e-05,4.5e-05
14,1971,0.013728,0.00018,0.013908,0.015201
14,1972,0.011434,0.001481,0.012915,0.014846
14,1973,0.000846,7e-06,0.000853,0.001058
14,1974,0.000556,4.4e-05,6e-04,0.00074
14,1975,0.010458,0.000944,0.011402,0.015407
14,1976,0.024228,0.000872,0.0251,0.02919
14,1977,0.001344,4.9e-05,0.001393,0.001764
14,1978,0.00041,1.9e-05,0.000429,0.000536
14,1979,0.038964,0.003354,0.042318,0.058892
14,1980,0.012478,0.002378,0.014856,0.023293
14,1981,0.00748,0.000302,0.007782,0.009871
14,1982,0.004156,0,0.004156,0.005288
14,1983,0.00337,0.000737,0.004107,0.009084
14,1984,0.031371,0.002117,0.033488,0.044595
14,1985,0.002924,0.000274,0.003198,0.004796
14,1986,0.001902,0.002383,0.004285,0.010309
14,1987,0.011684,0.009514,0.021198,0.037831
14,1988,0.016318,0.002677,0.018995,0.045922
14,1989,0.023293,0.002665,0.025958,0.029946
14,1990,0.0134,0.018198,0.031598,0.04346
14,1991,0.03647,0.011477,0.047947,0.068501
14,1992,0.014728,0.025674,0.040402,0.056652
14,1993,0.01207,0.000658,0.012728,0.020431
14,1994,0.002404,0.002122,0.004526,0.020407
14,1995,0.002927,0.004166,0.007093,0.018445
14,1996,0.00647,0.006889,0.013359,0.045638
14,1997,0.024801,0.004621,0.029422,0.036055
14,1998,0.00104,0.002576,0.003616,0.018849
14,1999,0.002126,0.011812,0.013938,0.04105
14,2000,0.002208,0.002012,0.00422,0.014372
14,2001,0.000675,0.000795,0.00147,0.008088
14,2002,0.002823,0.001807,0.00463,0.011828
14,2003,0.011622,0.004711,0.017089,0.034168
14,2004,0.028725,0.010775,0.040427,0.069231
14,2005,0.001585,0.001581,0.003238,0.013883
14,2006,0.017086,0.006781,0.025006,0.06846
14,2007,0.005163,0.001471,0.006634,0.019721
14,2008,0.000864,0.002309,0.003247,0.010188
14,2009,8.7e-05,4.2e-05,0.000131,0.001594
14,2010,0.006996,0.001729,0.008979,0.020966
14,2011,0.002899,0.002654,0.006024,0.017006
14,2012,0.00143,0.004168,0.005621,0.009013
14,2013,0.001063,0.001984,0.003047,0.007675
14,2014,0.003422,0.00439,0.008517,0.027602
14,2015,0.000493,0.000206,0.000699,0.003066
15,1952,3.9e-05,0,3.9e-05,5.1e-05
15,1953,0.004659,0,0.004659,0.006023
15,1956,2.7e-05,0,2.7e-05,3.5e-05
15,1957,0.006868,0.000107,0.006975,0.009205
15,1961,0.00155,0,0.00155,0.002148
15,1962,1.6e-05,0,1.6e-05,2.3e-05
15,1965,0.005709,0.000454,0.006163,0.008073
15,1966,0.002339,3.1e-05,0.00237,0.002829
15,1969,0.013099,0.000165,0.013264,0.016659
15,1970,0.002597,5.5e-05,0.002652,0.002956
15,1973,0.027245,0.000403,0.027648,0.033883
15,1974,0.001715,7.4e-05,0.001789,0.002236
15,1977,0.04247,0.001796,0.044266,0.057852
15,1978,0.005526,0.00039,0.005916,0.007972
15,1980,0.000155,1.7e-05,0.000172,0.000279
15,1981,0.05564,0.001422,0.057062,0.076014
15,1982,0.014696,0.001215,0.015911,0.02062
15,1983,0.000492,5.4e-05,0.000546,0.000785
15,1984,0.001039,7.7e-05,0.001116,0.001525
15,1985,0.021314,0.000597,0.021911,0.025296
15,1986,0.07014,0.007135,0.077275,0.103899
15,1987,0.004954,0.000845,0.005799,0.007888
15,1988,0.001528,0.000275,0.001803,0.002863
15,1989,0.034029,0.001275,0.035304,0.04254
15,1990,0.149483,0.018041,0.167524,0.250912
15,1991,0.015282,0.001544,0.016826,0.02678
15,1992,0.003174,0.006122,0.009296,0.013081
15,1993,0.007063,0.000729,0.007792,0.016151
15,1994,0.169903,0.030992,0.200895,0.311153
15,1995,0.006196,0.005651,0.011847,0.026662
15,1996,0.00017,0.000995,0.001165,0.005774
15,1997,0.008314,0.001589,0.009903,0.012176
15,1998,0.05355,0.019133,0.072683,0.181989
15,1999,0.000607,0.002487,0.003094,0.014507
15,2000,0.00081,0.000746,0.001564,0.005329
15,2001,0.000239,0.000294,0.000544,0.002993
15,2002,0.065078,0.021262,0.090003,0.191272
15,2003,0.008936,0.00215,0.011431,0.017991
15,2004,0.021461,0.009036,0.031318,0.051213
15,2005,0.001928,0.00367,0.005636,0.018881
15,2006,0.232883,0.070746,0.317355,0.678129
15,2007,0.003818,0.001803,0.005621,0.017121
15,2008,0.000482,0.000905,0.001448,0.004088
15,2009,0.000245,0.000211,0.000463,0.006303
15,2010,0.308536,0.104062,0.425853,1.012782
15,2011,0.011948,0.020387,0.033291,0.070855
15,2012,0.000503,0.002952,0.003472,0.00583
15,2013,0.004254,0.005211,0.009465,0.046183
15,2014,0.137414,0.047186,0.193263,0.41843
15,2015,0.002298,0.000959,0.003257,0.01428
16,1952,0.022636,0.00032,0.022956,0.030026
16,1953,0.000515,1e-06,0.000516,0.00059
16,1954,0.00025,5e-06,0.000255,3e-04
16,1955,0.000538,8e-06,0.000546,0.000623
16,1956,0.029352,0.000184,0.029536,0.037343
16,1957,0.007043,0.000534,0.007577,0.008468
16,1958,0.000352,5e-06,0.000357,0.000418
16,1959,0.001828,1.9e-05,0.001847,0.002429
16,1960,0.008763,0.000391,0.009154,0.014567
16,1961,0.001973,2.4e-05,0.001997,0.002245
16,1962,0.00026,9e-06,0.000269,0.000428
16,1963,0.004519,0.000342,0.004861,0.008974
16,1964,0.059151,0.004682,0.063833,0.083229
16,1965,0.011733,0.000338,0.012071,0.013713
16,1966,0.000337,6e-06,0.000343,0.000408
16,1967,0.005541,9e-05,0.005631,0.006769
16,1968,0.085849,0.004117,0.089966,0.10021
16,1969,0.002005,2.6e-05,0.002031,0.002808
16,1970,0.000249,1e-06,0.00025,0.000328
16,1971,0.004634,1.6e-05,0.00465,0.005076
16,1972,0.065367,0.004944,0.070311,0.078634
16,1973,0.003045,0.000119,0.003164,0.003959
16,1974,0.000224,2.8e-05,0.000252,0.000322
16,1975,0.005245,0.000494,0.005739,0.007721
16,1976,0.105539,0.005365,0.110904,0.128111
16,1977,0.006778,0.000408,0.007186,0.009768
16,1978,0.004841,0.000208,0.005049,0.005307
16,1979,0.010507,0.001553,0.01206,0.015888
16,1980,0.035661,0.007086,0.042747,0.067835
16,1981,0.013961,8e-04,0.014761,0.019431
16,1982,0.003277,0.000215,0.003492,0.004422
16,1983,0.007374,0.001342,0.008716,0.0161
16,1984,0.041041,0.007013,0.048054,0.076953
16,1985,0.009988,0.001354,0.011342,0.01592
16,1986,0.002019,0.003188,0.005207,0.008779
16,1987,0.014996,0.002661,0.017657,0.027074
16,1988,0.051369,0.018997,0.070366,0.115364
16,1989,0.11126,0.007686,0.118946,0.135972
16,1990,0.013667,0.012115,0.025782,0.031156
16,1991,0.010343,0.003653,0.013996,0.023155
16,1992,0.133973,0.117849,0.251822,0.309327
16,1993,0.02322,0.001841,0.025061,0.043013
16,1994,0.007938,0.007973,0.015911,0.0217
16,1995,0.005581,0.008317,0.013898,0.021079
16,1996,0.027567,0.049646,0.077213,0.177211
16,1997,0.036601,0.005133,0.041734,0.062553
16,1998,0.004592,0.004763,0.009355,0.033595
16,1999,0.00149,0.005673,0.007163,0.033458
16,2000,0.059474,0.040853,0.100904,0.189551
16,2001,0.000879,0.005958,0.007207,0.020128
16,2002,0.002392,0.000369,0.002843,0.005016
16,2003,0.013025,0.005261,0.018885,0.038293
16,2004,0.025212,0.019042,0.04544,0.089633
16,2005,0.005417,0.005197,0.010867,0.047454
16,2006,0.004393,0.001743,0.006429,0.0176
16,2007,0.001197,0.000387,0.001584,0.004574
16,2008,0.002504,0.011282,0.014081,0.040501
16,2009,0.000947,0.001777,0.002743,0.022499
16,2010,0.004927,0.001566,0.006618,0.025728
16,2011,0.012699,0.023005,0.036688,0.120478
16,2012,0.003957,0.015069,0.019122,0.068232
16,2013,0.007596,0.012782,0.020377,0.111942
16,2014,0.01911,0.005321,0.02491,0.05641
16,2015,0.004182,0.00355,0.007732,0.038205
17,1952,0.00772,0.000365,0.008085,0.010182
17,1953,0.257861,0.004593,0.262454,0.303857
17,1954,0.015379,0.00034,0.015719,0.018521
17,1955,0.007301,0.000225,0.007526,0.008581
17,1956,0.005972,0.000285,0.006257,0.007839
17,1957,0.270815,0.006856,0.277671,0.338551
17,1958,0.009085,0.000131,0.009216,0.010788
17,1959,0.009168,0.00028,0.009448,0.012557
17,1960,0.007271,0.000389,0.00766,0.009396
17,1961,0.202948,0.006229,0.209177,0.245295
17,1962,0.00442,0.00037,0.00479,0.007219
17,1963,0.013651,0.001843,0.015494,0.027145
17,1964,0.005279,0.000418,0.005697,0.00765
17,1965,0.108711,0.003133,0.111844,0.127057
17,1966,0.010752,0.000304,0.011056,0.012873
17,1967,0.063751,0.002115,0.065866,0.077888
17,1968,0.023294,0.001217,0.024511,0.026781
17,1969,0.086309,0.003862,0.090171,0.126747
17,1970,0.025389,0.004454,0.029843,0.034595
17,1971,0.134124,0.007289,0.141413,0.159196
17,1972,0.063171,0.006201,0.069372,0.072875
17,1973,0.094055,0.008371,0.102426,0.121905
17,1974,0.022394,0.004321,0.026715,0.030479
17,1975,0.052382,0.007611,0.059993,0.077119
17,1976,0.014066,0.001547,0.015613,0.017406
17,1977,0.047205,0.002595,0.0498,0.068111
17,1978,0.020858,0.002316,0.023174,0.025758
17,1979,0.074164,0.018568,0.092732,0.152807
17,1980,0.008333,0.002343,0.010676,0.013898
17,1981,0.093185,0.018413,0.111598,0.131431
17,1982,0.025429,0.007193,0.032622,0.034971
17,1983,0.045827,0.019369,0.065196,0.094982
17,1984,0.022632,0.006577,0.029209,0.037085
17,1985,0.049412,0.01541,0.064822,0.078647
17,1986,0.001976,0.003429,0.005405,0.008954
17,1987,0.080951,0.026468,0.107419,0.146934
17,1988,0.014717,0.009891,0.024608,0.033919
17,1989,0.036276,0.004451,0.040727,0.045735
17,1990,0.009385,0.006104,0.015489,0.021522
17,1991,0.078472,0.036013,0.114485,0.175659
17,1992,0.027789,0.029468,0.057257,0.068658
17,1993,0.011763,0.003309,0.015072,0.024667
17,1994,0.003666,0.011264,0.01493,0.019545
17,1995,0.01326,0.010585,0.023845,0.047843
17,1996,0.009965,0.015336,0.025301,0.063955
17,1997,0.058393,0.009127,0.06752,0.101188
17,1998,0.002165,0.002033,0.004198,0.015156
17,1999,0.003347,0.012694,0.016041,0.073962
17,2000,0.141128,0.108764,0.251262,0.451556
17,2001,0.004256,0.036662,0.04271,0.097481
17,2002,0.002219,0.000434,0.002729,0.004654
17,2003,0.004199,0.001696,0.006088,0.012345
17,2004,0.065809,0.051811,0.120702,0.233145
17,2005,0.008448,0.008975,0.017806,0.074011
17,2006,0.013302,0.00528,0.019468,0.053299
17,2007,0.000995,0.000704,0.0017,0.003802
17,2008,0.012196,0.06125,0.074884,0.197269
17,2009,0.001282,0.003728,0.005036,0.03046
17,2010,0.009191,0.006914,0.016312,0.048
17,2011,0.003362,0.013274,0.016813,0.031897
17,2012,0.005054,0.02865,0.033807,0.087156
17,2013,0.000558,0.002972,0.00353,0.022416
17,2014,0.016181,0.030455,0.048498,0.125234
17,2015,0.004344,0.013377,0.017721,0.087029
18,1952,0.156143,0,0.156143,0.205042
18,1953,0.082979,0,0.082979,0.102002
18,1954,0.0883,0,0.0883,0.105924
18,1955,0.078855,0,0.078855,0.096805
18,1956,0.086399,0,0.086399,0.118493
18,1957,0.032243,0,0.032243,0.044578
18,1958,0.041,0,0.041,0.051381
18,1959,0.075789,0,0.075789,0.09152
18,1960,0.090251,0,0.090251,0.114761
18,1961,0.034848,0,0.034848,0.046006
18,1962,0.023684,0,0.023684,0.040264
18,1963,0.012277,0,0.012277,0.024957
18,1964,0.03264,0,0.03264,0.046396
18,1965,0.047268,0,0.047268,0.054234
18,1966,0.07929,0,0.07929,0.100132
18,1967,0.112147,0,0.112147,0.122429
18,1968,0.085279,0,0.085279,0.102267
18,1969,0.133704,0,0.133704,0.158777
18,1970,0.042143,0,0.042143,0.048785
18,1971,0.061738,0,0.061738,0.07719
18,1972,0.068429,0,0.068429,0.081841
18,1973,0.064649,0,0.064649,0.076544
18,1974,0.053095,0,0.053095,0.073676
18,1975,0.084811,3e-06,0.084814,0.124734
18,1976,0.167567,0,0.167567,0.204092
18,1977,0.044906,0.001966,0.046872,0.060724
18,1978,0.04599,0.000138,0.046128,0.070914
18,1979,0.096704,0.011606,0.10831,0.145852
18,1980,0.018348,3.9e-05,0.018387,0.035488
18,1981,0.081262,0.000227,0.081489,0.106816
18,1982,0.020851,0.000625,0.021476,0.030184
18,1983,0.0109,0.000137,0.011037,0.027889
18,1984,0.029386,0.000122,0.029508,0.045305
18,1985,0.005551,5.7e-05,0.005608,0.009168
18,1986,0.006753,0.000244,0.006997,0.036174
18,1987,0.017814,0.000186,0.018,0.031637
18,1988,0.028949,0.002216,0.031165,0.068912
18,1989,0.046488,0.000633,0.047121,0.063158
18,1990,0.01057,0.000941,0.011511,0.023713
18,1991,0.017256,0.001203,0.018459,0.040959
18,1992,0.007655,0.000394,0.008049,0.017178
18,1993,0.041143,0.000197,0.04134,0.064175
18,1994,0.003095,0.001813,0.004908,0.014408
18,1995,0.001399,0.002425,0.003824,0.009324
18,1996,0.0095,0.00248,0.01198,0.062057
18,1997,0.049683,0.001467,0.05115,0.086948
18,1998,0.012286,0.002079,0.014365,0.091253
18,1999,0.001726,0.001479,0.003205,0.039182
