"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnYrsLowCatch","ppnYrsHighCatch","ppnYrsCUsLower","ppnYrsCUsUpper","ppnFisheriesOpen","ppnCUUpper","ppnCULower","ppnCUEstUpper","ppnCUEstLower","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","ppnCUConstrained","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"highSynch","TAM",0.75,3,"TAM",1,0.29813692870214,1.04032985751892,0.820426635331797,1.04032985751892,0.820426635331797,1.96675939577908,1.05559148327286,2.18676954441361,0.713753851173034,0,NA,1.96697557589567,1.0554516075673,1.06022493355783,0.673990592022718,1.26481033543984,0.790632375448015,0.674235461935439,1.26446132132688,0.790850604232507,0.751703443715343,0.285430744298823,0.353417951607918,0.675,0.275,0.025,0,0.525,0.0710526315789474,0.293421052631579,0.275,0.323684210526316,0,0.157894736842105,0.210526315789474,0.789473684210526,0.814473684210526,0.966189061288622,1.84685234327257,0.58807292226992
"highSynch","TAM",0.75,3,"TAM",2,0.316199983658258,2.05626367543027,0.590451671464482,2.05626367543027,0.590451671464482,4.27571762808582,0.670732365769981,4.19491803346078,0.788565048948754,0,NA,4.28669071369287,0.668325869064249,1.82586933404394,1.32587368733662,0.754499392387307,1.32538211440556,1.32606868305773,0.754408277624333,1.32554218936866,1.53561003245867,0.329932913029473,0.330081917282551,0.9,0.625,0.375,0,0.8,0.143421052631579,0.434210526315789,0.263157894736842,0.452631578947368,0.105263157894737,0.210526315789474,0.0526315789473684,0.947368421052632,0.615789473684211,1.70380952725191,2.96042632755192,0.983588790143931
"highSynch","TAM",0.75,3,"TAM",3,0.266652953745146,1.11987126473593,0.946050660081894,1.11987126473593,0.946050660081894,2.17129489533945,1.02242834481227,1.93712210200103,1.0863860789109,0,NA,2.17145390602821,1.02245427021159,1.18160974103734,0.650793080207442,1.04082523467898,0.960776090626231,0.650998061501113,1.04059646787616,0.960987309558126,0.445002722133364,0.25438856971655,0.313716551362228,0.6,0.325,0.075,0,0.65625,0.0697368421052632,0.327631578947368,0.230263157894737,0.322368421052632,0,0,0.210526315789474,0.789473684210526,0.771052631578947,1.04687601735743,1.73393293562953,0.398728260463752
"highSynch","TAM",0.75,3,"TAM",4,0.301617120387755,1.43942685225002,0.744745327390171,1.43942685225002,0.744745327390171,2.81140403881995,0.879481996300698,2.81137845393294,0.969178460277651,0,5.8309518948453,2.81162395246868,0.879211003893445,1.70456979323453,0.890295408361802,1.0726229651229,0.932294042282997,0.890525296055221,1.07243162494609,0.932460379513959,0.912401881748975,0.293199417130228,0.342454353685946,0.7,0.475,0.075,0,0.675,0.109210526315789,0.346052631578947,0.281578947368421,0.375,0.105263157894737,0.210526315789474,0.210526315789474,0.789473684210526,0.798684210526316,1.47638504143103,3.41167470707352,1.08753910489998
"highSynch","TAM",0.75,3,"TAM",5,0.304098230778279,1.80982631461108,0.546967694968238,1.80982631461108,0.546967694968238,3.44470885368621,0.741740269893422,2.8799513887532,0.734268036187254,0,NA,3.44517054557068,0.741854757921887,2.00439942898727,1.05992333132658,0.869494028568705,1.15009415492608,1.06012827571843,0.869368113421965,1.1502607290988,1.17370261981966,0.316972642237909,0.31939693000128,0.825,0.475,0.175,0,0.80625,0.126315789473684,0.389473684210526,0.223684210526316,0.425,0,0.210526315789474,0.105263157894737,0.894736842105263,0.615789473684211,1.54332713144184,3.2353292932066,1.14933223533478
"highSynch","TAM",0.75,3,"TAM",6,0.305970656677539,1.83341206441512,0.660875901196354,1.83341206441512,0.660875901196354,3.7221102215494,0.812182554521974,3.6795043130067,0.885014031367493,0,NA,3.72230521714857,0.811335075691183,1.59957476585485,1.2175063686253,0.96349100318539,1.03789241071677,1.2176963686253,0.963388535083072,1.03800280321352,0.991286738221498,0.318329625765442,0.314919234128701,0.85,0.55,0.25,0,0.75625,0.148684210526316,0.435526315789474,0.239473684210526,0.477631578947368,0.105263157894737,0.210526315789474,0.0526315789473684,0.947368421052632,0.663157894736842,2.60277068423236,5.82497741107532,2.00542133734915
"highSynch","TAM",0.75,3,"TAM",7,0.320297835652551,1.46538423808892,0.918451372264535,1.46538423808892,0.918451372264535,2.81927445368564,1.04016927442078,2.42394615373152,1.12595751648071,0,NA,2.82196339831311,1.03979632548899,1.53420294821777,0.831562244410466,1.16124703268871,0.861143212297072,0.831762240651873,1.16104851399514,0.861290452505746,0.776653162654268,0.317060389878019,0.303652087274344,0.75,0.4,0.075,0,0.53125,0.081578947368421,0.319736842105263,0.226315789473684,0.35,0,0.105263157894737,0.210526315789474,0.789473684210526,0.752631578947368,0.866789145245418,2.90099766148502,1.02375414173985
"highSynch","TAM",0.75,3,"TAM",8,0.315562765667663,2.02549679822546,0.744257010261395,2.02549679822546,0.744257010261395,3.77309816806873,0.948453285874869,3.7326307159325,0.995064732320325,0,NA,3.77325418741227,0.947751458003769,2.68619843649305,1.2145209864348,1.09148708610274,0.916181247338979,1.2147109864348,1.09137008965118,0.91627946329335,1.47625546469346,0.309635886448945,0.321991694598417,0.825,0.6,0.175,0,0.81875,0.151315789473684,0.41578947368421,0.217105263157895,0.448684210526316,0.0526315789473684,0.263157894736842,0.105263157894737,0.894736842105263,0.717105263157895,1.79978999483565,3.54540264304334,1.17026253490774
"highSynch","TAM",0.75,3,"TAM",9,0.315989364024512,1.77687772597599,0.58592449838256,1.77687772597599,0.58592449838256,3.30457441993688,0.795111999386895,3.42824789887379,0.63684273577739,0,NA,3.30496990528446,0.794053760646633,1.85854480602248,1.00129187270958,0.94515875291329,1.05802331821789,1.0015018112285,0.945003914174938,1.0581966751673,0.996409944353656,0.324810667606362,0.342165670274119,0.775,0.525,0.075,0,0.75,0.134210526315789,0.396052631578947,0.301315789473684,0.439473684210526,0,0.210526315789474,0.157894736842105,0.842105263157895,0.684210526315789,1.92200640303181,3.93572613532613,1.52143778326003
"highSynch","TAM",0.75,3,"TAM",10,0.300686508288178,1.25594111518966,1.18629852811353,1.25594111518966,1.18629852811353,2.0877531425211,1.1519145917573,2.03754807252689,1.1770646110672,0,NA,2.08797307899971,1.15160768530798,1.26557839008689,0.650635246421367,1.17684113655237,0.849732363137444,0.650845210761871,1.17657929006016,0.849921470187419,0.622417969990863,0.294788514610663,0.302160344345086,0.6,0.3,0.075,0,0.50625,0.114473684210526,0.36578947368421,0.243421052631579,0.430263157894737,0,0.263157894736842,0.157894736842105,0.842105263157895,0.819736842105263,1.3566760270114,2.52183073031539,0.877920180233593
"highSynch","TAM",0.75,3,"TAM",11,0.307542031570976,1.59250105171257,2.00042309142334,1.59250105171257,2.00042309142334,3.44153932608975,2.30191791337162,3.09695335187922,2.82812567462951,0,NA,3.44169507152731,2.30185461286692,1.61921482917146,1.0836592938236,2.44778068959565,0.408533331540086,1.08385928036126,2.44757757556965,0.408567233979197,1.30505194563127,0.324334861207979,0.32814764409754,0.825,0.525,0.15,0,0.7375,0.101315789473684,0.394736842105263,0.214473684210526,0.418421052631579,0,0.0526315789473684,0.157894736842105,0.842105263157895,0.671052631578947,1.74812139480487,3.69349570454889,1.27445518866845
"highSynch","TAM",0.75,3,"TAM",12,0.305801239415127,1.55860314454475,0.685804137042049,1.55860314454475,0.685804137042049,3.12189274134749,0.937224642511435,3.22403259860701,1.05399257009097,0,NA,3.13565366860089,0.936675233683163,1.93815548767673,0.960590480248809,1.12581591472696,0.888244682739738,0.960790475633465,1.12564018146409,0.888383354172132,1.07564761939675,0.305298998355457,0.34835764442102,0.825,0.45,0.125,0,0.6875,0.1,0.344736842105263,0.319736842105263,0.368421052631579,0.0526315789473684,0.210526315789474,0.210526315789474,0.789473684210526,0.718421052631579,1.35288095416306,2.37920337999896,0.803185207732447
"highSynch","TAM",0.75,3,"TAM",13,0.296073866124112,1.49190240784067,0.7418057128411,1.49190240784067,0.7418057128411,2.9598594679425,0.827080562839518,2.60479415326404,0.838492168903508,0,5.8309518948453,2.96006837202523,0.826816969402197,1.09079046900661,0.958387771478358,1.01239456741022,0.987757177083709,0.958597712166153,1.01220981432905,0.987937466959711,0.330297209644182,0.298073937622562,0.335214701666914,0.775,0.5,0.15,0,0.7125,0.101315789473684,0.376315789473684,0.226315789473684,0.414473684210526,0,0,0.210526315789474,0.789473684210526,0.735526315789474,1.34474900717299,2.52922189080375,0.872225743889886
"highSynch","TAM",0.75,3,"TAM",14,0.308424033638888,1.35010432248863,0.848501711680314,1.35010432248863,0.848501711680314,2.26342571106546,1.05105668877065,2.43761925367224,0.779950756318981,0,5.8309518948453,2.26365590483764,1.05041791188644,1.57835886429552,0.780539039402014,1.19307853345432,0.838167791943001,0.780748969966743,1.19277916088499,0.838378161518214,0.870626322421948,0.297275086465261,0.366076451169611,0.7,0.275,0.075,0,0.5125,0.0789473684210526,0.282894736842105,0.251315789473684,0.288157894736842,0,0.157894736842105,0.210526315789474,0.789473684210526,0.747368421052632,1.25413418849915,2.45289695790943,0.858665963181437
"highSynch","TAM",0.75,3,"TAM",15,0.30780086729546,1.58535732884054,0.804135332494351,1.58535732884054,0.804135332494351,3.06814173418173,0.991585991266089,2.96516814785485,1.10274596849694,0,NA,3.08326078869323,0.991222617776889,1.52693730629057,1.02853645914639,1.13175995453589,0.883579592997775,1.0287463969161,1.13161168711891,0.883695362448935,1.05161967192446,0.316810653789308,0.336853100865972,0.725,0.5,0.275,0,0.8125,0.155263157894737,0.432894736842105,0.263157894736842,0.447368421052632,0,0.157894736842105,0.157894736842105,0.842105263157895,0.728947368421053,1.55603223262384,2.94961469166241,0.976908292937832
"highSynch","TAM",0.75,3,"TAM",16,0.269907662794634,1.27395961573528,1.05037961114971,1.27395961573528,1.05037961114971,2.14027183591788,1.95421932043535,2.18697273269179,2.27482403454195,0,NA,2.14146441746262,1.95370772556245,1.64103043425482,0.604871895802479,1.89068050213825,0.528910092884047,0.605071888380047,1.89030793812045,0.52901433667697,0.899345635890609,0.253654360069237,0.353943949147397,0.6,0.25,0.075,0,0.5,0.0921052631578947,0.314473684210526,0.273684210526316,0.339473684210526,0,0.315789473684211,0.263157894736842,0.736842105263158,0.782894736842105,1.56671360593906,3.01221220804944,0.877024208437049
"highSynch","TAM",0.75,3,"TAM",17,0.313294194970596,1.64593007010422,0.830352279876549,1.64593007010422,0.830352279876549,3.11587017245836,0.913529732715978,3.01479952182333,0.854791879286635,0,NA,3.11607418827324,0.912734769176543,2.16141562919313,0.886133657342756,1.12812966826933,0.886422924710513,0.886343606120135,1.12794991117657,0.886564190564894,1.40088342583257,0.290261804815548,0.301679315129843,0.725,0.45,0.125,0,0.65625,0.106578947368421,0.353947368421053,0.211842105263158,0.388157894736842,0,0.263157894736842,0.157894736842105,0.842105263157895,0.731578947368421,1.85425016237281,3.82469569740352,1.28984997083844
"highSynch","TAM",0.75,3,"TAM",18,0.302958960111552,1.45267042811354,0.597973100659577,1.45267042811354,0.597973100659577,2.90489285718331,0.816592422381525,2.74831301077318,0.753681163860339,0,4.06378255003953,2.90800875556726,0.816194806062738,1.85258448147709,0.926648464318323,0.954176647771243,1.04802397159456,0.926863400048993,0.953994917350866,1.04822361399669,0.929861861879245,0.309947759051602,0.340628763741369,0.725,0.425,0.025,0,0.66875,0.0789473684210526,0.323684210526316,0.202631578947368,0.347368421052632,0,0.0526315789473684,0.210526315789474,0.789473684210526,0.760526315789474,1.45407710132105,2.45842680313772,0.803869922281636
"highSynch","TAM",0.75,3,"TAM",19,0.305109782953508,1.99466859309743,0.775990106484001,1.99466859309743,0.775990106484001,4.24410449119983,0.942624004582893,3.17801185480219,1.07767790773185,0,NA,4.24451119152958,0.941120835426326,1.42830049184236,1.33667943775995,1.05959135621118,0.943760058194266,1.33687443022,1.0594898170477,0.943850506073323,0.892252798115256,0.31015550099039,0.331402009437165,0.875,0.625,0.225,0,0.80625,0.15,0.413157894736842,0.225,0.41578947368421,0,0.105263157894737,0.0526315789473684,0.947368421052632,0.576315789473684,2.56563840539933,4.67654733180397,1.38586620186842
"highSynch","TAM",0.75,3,"TAM",20,0.314789692871244,1.4737276359516,0.602540112296417,1.4737276359516,0.602540112296417,2.51894148769547,0.902012823602053,2.56954803724931,0.696309767766471,0,5.8309518948453,2.51913798844522,0.909116704989639,1.88246231959241,0.799311875066201,1.01519415419582,0.985033252867918,0.79954182329646,1.01498271937765,0.985238448801537,1.06390875220229,0.322819584828254,0.367772113619582,0.8,0.35,0.075,0,0.61875,0.0881578947368421,0.332894736842105,0.294736842105263,0.343421052631579,0,0.210526315789474,0.210526315789474,0.789473684210526,0.713157894736842,1.42178600329059,2.96688544489424,0.931795930576854
"highSynch","TAM",0.75,3,"TAM",21,0.287173109741152,1.02389519337172,1.09645085691318,1.02389519337172,1.09645085691318,1.59773042055981,1.28954754122006,1.6581356971256,1.08498325206078,0,NA,1.59792565671489,1.28886978653458,0.890971034092735,0.488579577638145,1.46582292563941,0.68221064257389,0.48880952913296,1.46539378595307,0.682410427549079,0.113903801482172,0.26493057061714,0.335101032993259,0.575,0.225,0.125,0,0.4125,0.0736842105263158,0.259210526315789,0.265789473684211,0.285526315789474,0,0,0.315789473684211,0.684210526315789,0.848684210526316,1.66197618780788,3.18662659478803,0.87305858522833
"highSynch","TAM",0.75,3,"TAM",22,0.306081010754818,1.67058224531742,0.721541322627654,1.67058224531742,0.721541322627654,3.08205346235402,0.850239277774141,2.983194584916,0.668456081915526,0,NA,3.08225345285441,0.8494459802183,1.58172949170977,1.00274104427778,1.11674385078087,0.895460493738796,1.00294599066637,1.11652301563359,0.895637605313971,0.623688237918003,0.301186675182186,0.303504099515439,0.65,0.5,0.05,0,0.64375,0.119736842105263,0.343421052631579,0.234210526315789,0.378947368421053,0,0,0.157894736842105,0.842105263157895,0.763157894736842,1.0527668143692,1.72145195483754,0.550576695456434
"highSynch","TAM",0.75,3,"TAM",23,0.28598451943292,2.09525748018356,0.796462011237451,2.09525748018356,0.796462011237451,3.83864743006425,0.983764857367051,3.51163905947553,1.13699810663843,0,NA,3.8392744481701,0.984026965456553,2.15910152545135,1.0373743657645,1.140740536183,0.876623533819596,1.03757435234082,1.14059316044906,0.876736802109433,1.14962135234879,0.288648267580239,0.281680740877225,0.675,0.475,0.175,0,0.6125,0.109210526315789,0.344736842105263,0.198684210526316,0.346052631578947,0,0.0526315789473684,0.157894736842105,0.842105263157895,0.748684210526316,2.13526739561419,4.32249436441114,1.41151257070717
"highSynch","TAM",0.75,3,"TAM",24,0.312516252566266,1.71027257497577,0.66772783420286,1.71027257497577,0.66772783420286,3.17735613822167,0.742227921539979,3.45054591211943,0.529821008855974,0,NA,3.17753749443945,0.741774189969681,1.72568540456355,0.956125033453056,0.826768737602962,1.2095280754075,0.956325025382285,0.826632403222088,1.20972755979823,0.804006524305144,0.314623215032688,0.318158383498607,0.85,0.475,0.175,0,0.75,0.142105263157895,0.425,0.243421052631579,0.469736842105263,0,0.210526315789474,0.0526315789473684,0.947368421052632,0.646052631578947,1.46930713972038,2.76579449471907,0.921582490344173
"highSynch","TAM",0.75,3,"TAM",25,0.300282319030275,1.34106690054156,0.991174790473726,1.34106690054156,0.991174790473726,2.57417958158353,1.1289565846567,2.50573297314032,1.33756736865809,0,NA,2.57436593879835,1.12801124247936,1.08755460572713,0.805973087125363,1.36184879190923,0.734295911514565,0.806189651178222,1.36161835261288,0.734420183218776,0.180367030057781,0.294430938289788,0.335183127221196,0.625,0.4,0.125,0,0.575,0.114473684210526,0.326315789473684,0.232894736842105,0.359210526315789,0,0,0.210526315789474,0.789473684210526,0.796052631578947,1.94654750683498,3.72869751246659,1.12693438899224
