"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnYrsLowCatch","ppnYrsHighCatch","ppnYrsCUsLower","ppnYrsCUsUpper","ppnFisheriesOpen","ppnCUUpper","ppnCULower","ppnCUEstUpper","ppnCUEstLower","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","ppnCUConstrained","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"lowSynch","TAM",0.05,1,"TAM",1,0.331738548001802,2.92963780911052,0.764271435508482,2.92963780911052,0.764271435508482,6.49464009267126,0.737483104213074,7.91861496078877,0.760887004369757,0,NA,6.4948394319477,0.736852091786831,2.40872879569149,2.34502923606473,0.713112686159096,1.40230291706927,2.34522917531356,0.713066832414172,1.40239309212347,1.98343196949835,0.317619473114775,0.366352198016716,1,0.85,0.6,0,0.89375,0.306578947368421,0.539473684210526,0.346052631578947,0.585526315789474,0.0526315789473684,0.315789473684211,0.0526315789473684,0.947368421052632,0.439473684210526,3.89455790654905,8.0350121314315,2.82479256437882
"lowSynch","TAM",0.05,1,"TAM",2,0.325458105749443,2.87159186828894,0.616322947538953,2.87159186828894,0.616322947538953,6.55194270692117,0.612412597702209,6.5699968545249,0.730827698183603,0,NA,6.5761955400523,0.612129489765498,3.85033484205725,2.20035188926405,0.745304845752784,1.34173285696266,2.20054188926405,0.745254369955821,1.34182373202224,2.79903945404168,0.329227044773477,0.345265378910603,0.975,0.825,0.3,0.025,0.8875,0.257894736842105,0.452631578947368,0.284210526315789,0.518421052631579,0,0.210526315789474,0,1,0.451315789473684,2.50525936825002,5.58696565712168,1.71088591609412
"lowSynch","TAM",0.05,1,"TAM",3,0.325972734897705,3.35178058454221,0.779020544305205,3.35178058454221,0.779020544305205,6.83398767496264,0.919618901693106,7.15147154184047,0.975207750709539,0,NA,6.89615988813259,0.919236585599391,2.47369134556093,2.46476268973534,0.945119460485277,1.05806730451465,2.46496263581072,0.945070357915941,1.05812227801239,1.91522028738751,0.3242471051929,0.347663574772346,1,0.925,0.65,0.1,0.88125,0.331578947368421,0.555263157894737,0.357894736842105,0.6,0.105263157894737,0.263157894736842,0.0526315789473684,0.947368421052632,0.467105263157895,3.82967674908267,6.53149976317079,1.89661879443683
"lowSynch","TAM",0.05,1,"TAM",4,0.336963403698006,3.45663135230488,0.606122129351653,3.45663135230488,0.606122129351653,7.51352248186619,0.607748581194685,7.46868326501556,0.562666531564295,0,NA,7.51407933868038,0.607682422594564,3.38814927921777,2.47225807555969,0.745869437684017,1.34071722137467,2.47245803897888,0.745819839804167,1.34080638061676,2.61641489326721,0.333951050408041,0.35322371315034,1,0.9,0.55,0,0.9125,0.313157894736842,0.51578947368421,0.364473684210526,0.573684210526316,0.105263157894737,0.315789473684211,0.0526315789473684,0.947368421052632,0.482894736842105,2.27873920691604,4.15943025916887,1.35420030362148
"lowSynch","TAM",0.05,1,"TAM",5,0.330512196034442,4.55752946550186,0.610096700417702,4.55752946550186,0.610096700417702,10.1789793739416,0.654783139206294,8.53131194037537,0.766243677828963,0,NA,10.1792230474991,0.655408728423813,5.63600927771745,3.30411482261744,0.84869066704081,1.17828560962827,3.30430981333403,0.848650165101316,1.17834184346222,4.53137424768417,0.335812935086249,0.336694408805121,0.95,0.925,0.7,0.1,0.8875,0.334210526315789,0.563157894736842,0.342105263157895,0.619736842105263,0.105263157894737,0.315789473684211,0,1,0.459210526315789,2.45533518192716,4.68697788211543,1.53567353327774
"lowSynch","TAM",0.05,1,"TAM",6,0.32716856898197,3.26073377462106,0.816075631451923,3.26073377462106,0.816075631451923,7.37837627507308,1.0014798105762,7.54510736369781,1.04297414653245,0,NA,7.37856627507308,1.00128892050313,4.45606301069244,2.5558400075532,0.985727554763103,1.01447909736106,2.5560300075532,0.98567423245414,1.01453397793528,5.16084911550554,0.327035985120947,0.322262905701492,0.925,0.825,0.6,0.05,0.875,0.306578947368421,0.548684210526316,0.328947368421053,0.621052631578947,0.157894736842105,0.210526315789474,0,1,0.494736842105263,3.25703726908281,7.25610279360071,2.78086489960068
"lowSynch","TAM",0.05,1,"TAM",7,0.337387325388412,3.06830923738961,0.690609164594565,3.06830923738961,0.690609164594565,7.50661201469171,0.662493438740667,6.54348083906379,0.75953580121036,0,NA,7.50822719051836,0.662711877826011,4.30145542584796,2.4588792116795,0.716695828366595,1.39529206173709,2.45907418957747,0.716653931664788,1.39537363267791,3.41258729179442,0.349601310149176,0.331461396409444,1,0.875,0.6,0.025,0.825,0.307894736842105,0.531578947368421,0.334210526315789,0.585526315789474,0,0.263157894736842,0,1,0.457894736842105,2.38149547285143,4.33484776862552,1.29341040809955
"lowSynch","TAM",0.05,1,"TAM",8,0.346215824640371,3.05926140961469,0.900958477424293,3.05926140961469,0.900958477424293,7.40238849472641,0.885182272042689,6.7888774602191,0.899454822000282,0,NA,7.40257849472641,0.885056688238312,4.72277820598749,2.79014561427822,0.983236366765198,1.0170494438585,2.79033561427822,0.983189109747441,1.01709832837436,3.48776021321689,0.356775217366559,0.364626687800941,1,0.9,0.525,0,0.91875,0.322368421052632,0.519736842105263,0.335526315789474,0.576315789473684,0,0.105263157894737,0,1,0.301315789473684,2.23335078534184,4.61294487930462,1.40818629388952
"lowSynch","TAM",0.05,1,"TAM",9,0.328496745307524,3.6035095090381,0.781446253512554,3.6035095090381,0.781446253512554,8.37172773750657,0.733369899961864,7.77357098606091,0.761390939470726,0,NA,8.37192270592677,0.73221393819664,3.77752281640126,2.55510561853391,0.767412063910383,1.30308089620647,2.55530557161289,0.767368899431582,1.30315419446988,3.48807442661339,0.333435018216836,0.349595056127966,0.975,0.9,0.425,0.025,0.86875,0.280263157894737,0.485526315789474,0.322368421052632,0.497368421052632,0,0.368421052631579,0.0526315789473684,0.947368421052632,0.5,2.29841055019314,6.03908711159485,2.03515667401554
"lowSynch","TAM",0.05,1,"TAM",10,0.318208173351915,2.35353253777658,0.833266279339232,2.35353253777658,0.833266279339232,5.05270797054285,0.791170134748306,5.6761639196145,0.784041458780232,0,NA,5.05290795079477,0.790111441918711,2.06587616018201,1.65282616784406,0.783268720722403,1.27670105232558,1.65302116108317,0.783209668402648,1.27679731283131,1.17649814872477,0.32326387771825,0.329979552678929,1,0.825,0.475,0.025,0.83125,0.268421052631579,0.492105263157895,0.309210526315789,0.569736842105263,0.0526315789473684,0.157894736842105,0.105263157894737,0.894736842105263,0.488157894736842,1.69271900237859,4.2771776278509,1.61437094461384
"lowSynch","TAM",0.05,1,"TAM",11,0.321174967239975,3.79821017721148,0.719495014697018,3.79821017721148,0.719495014697018,7.7590110718801,0.927135169620352,7.71526706314476,0.951592774071233,0,NA,7.75920967529347,0.926560165239933,3.88213504054357,2.63735924168189,0.84104495186565,1.18899708961067,2.63755422856396,0.840992166207291,1.1890717181229,2.73611884632921,0.327305634770744,0.320162663657653,1,0.925,0.25,0.05,0.83125,0.288157894736842,0.468421052631579,0.325,0.517105263157895,0,0.210526315789474,0,1,0.497368421052632,1.86534061089387,3.99381502431842,1.24877437894972
"lowSynch","TAM",0.05,1,"TAM",12,0.336670160048864,3.75594670844525,0.61911968849161,3.75594670844525,0.61911968849161,9.12530019753703,0.658346123033797,9.99269582089351,0.679023360474098,0,NA,9.12550015071743,0.657917667369156,3.73117623772853,3.32889782276663,0.677135095599303,1.47681017643155,3.32909280886553,0.677101662887597,1.47688309571617,3.21257894921749,0.345547881681533,0.351976053836009,0.975,0.925,0.8,0.125,0.9375,0.364473684210526,0.585526315789474,0.381578947368421,0.653947368421053,0.0526315789473684,0.263157894736842,0.0526315789473684,0.947368421052632,0.394736842105263,2.68904215009584,5.52623115555516,1.84876295814424
"lowSynch","TAM",0.05,1,"TAM",13,0.318544838202676,2.44455968790675,0.90632599466642,2.44455968790675,0.90632599466642,7.00216428294152,1.10983070808484,6.54693202016776,1.174557524902,0,NA,7.00254295822563,1.10951202573754,3.23109269849514,2.74001585068042,1.21654608291871,0.82199927650979,2.74020585068042,1.21647696343751,0.822045982008741,3.07548952706007,0.328878182496119,0.32598023421378,0.95,0.75,0.6,0.075,0.8875,0.311842105263158,0.534210526315789,0.321052631578947,0.577631578947368,0.157894736842105,0.263157894736842,0,1,0.485526315789474,1.73140196942309,3.38360336719252,1.12638641239259
"lowSynch","TAM",0.05,1,"TAM",14,0.331359303043987,3.64229836480344,0.52547436282576,3.64229836480344,0.52547436282576,8.62844410885927,0.575216006052934,8.86514409174725,0.702444996803235,0,NA,8.62861020874839,0.574439565807822,3.47804908281437,2.87244161618775,0.647239455421679,1.54502323927162,2.87263161618775,0.647198478620884,1.54512106105518,2.21762103635764,0.330420815461799,0.348865648865679,1,0.875,0.55,0.075,0.88125,0.332894736842105,0.530263157894737,0.369736842105263,0.602631578947368,0.105263157894737,0.315789473684211,0.0526315789473684,0.947368421052632,0.498684210526316,2.87274348797784,6.84455062252187,2.76743146674782
"lowSynch","TAM",0.05,1,"TAM",15,0.338961270382795,3.54504146451961,0.692257168397396,3.54504146451961,0.692257168397396,7.17628608307541,0.730481170619724,6.45348122650764,0.895650202481141,0,NA,7.17644540608753,0.730311252202453,3.39735015250058,2.61080403239294,0.800302265597289,1.24952788838311,2.61100400843578,0.800255325178782,1.2496011816936,2.61031343694357,0.343094253889306,0.35211897649376,0.975,0.875,0.4,0.025,0.89375,0.284210526315789,0.480263157894737,0.323684210526316,0.544736842105263,0,0.157894736842105,0.0526315789473684,0.947368421052632,0.485526315789474,2.73078678973504,5.72075842752292,1.80030836547998
"lowSynch","TAM",0.05,1,"TAM",16,0.327373508733277,2.83092124446278,0.806289925068098,2.83092124446278,0.806289925068098,6.22341472493991,0.754830949476148,6.46893106873189,0.757774054129769,0,NA,6.22360379806148,0.755647113377497,2.52266215651701,2.18027972262465,0.755086532926096,1.32435152316228,2.18047472026374,0.755038372652098,1.32443599718974,2.17779311220992,0.335299465379418,0.343881632661692,0.975,0.875,0.525,0,0.89375,0.278947368421053,0.488157894736842,0.29078947368421,0.54078947368421,0,0.210526315789474,0,1,0.417105263157895,2.11465946747047,5.47907557323859,2.05972324450281
"lowSynch","TAM",0.05,1,"TAM",17,0.320040471677214,2.5885189568401,0.805873535042606,2.5885189568401,0.805873535042606,5.88484689678895,0.710511770010781,5.98134000229682,0.772723015609695,0,NA,5.88504688232692,0.710165843979887,2.59374087153077,1.80731710182866,0.762505742893044,1.31146553231963,1.80751705625189,0.762439203015499,1.31157998702707,1.66410085695331,0.315324827173622,0.34512909517527,0.95,0.675,0.125,0.025,0.85625,0.219736842105263,0.406578947368421,0.288157894736842,0.476315789473684,0.0526315789473684,0.368421052631579,0.105263157894737,0.894736842105263,0.602631578947368,1.69571237799347,4.80156813389505,1.59314310558921
"lowSynch","TAM",0.05,1,"TAM",18,0.334846264181387,3.86302453281294,0.760995765740852,3.86302453281294,0.760995765740852,9.62670898988324,0.641264447259295,10.0713598577039,0.608594197069586,0,NA,9.62683473159408,0.640931288082269,3.17887162479806,3.20410570365899,0.684707329806481,1.46047801223718,3.20430555599389,0.684672009916535,1.4605533533084,2.89651594842949,0.343716954976214,0.348752751981383,0.975,0.9,0.6,0.05,0.89375,0.321052631578947,0.521052631578947,0.315789473684211,0.560526315789474,0.0526315789473684,0.210526315789474,0.0526315789473684,0.947368421052632,0.436842105263158,1.98089881182191,4.27871201877269,1.54287227298653
