"CU","alpha","beta0","sigma","deviance","stk"
1,1.4113445351804,1.1708600925515,0.885191521234149,2840.00730256473,"E. Stuart"
1,1.4438727025568,1.94725334481763,0.869927428260507,2848.47031513089,"E. Stuart"
1,1.31465590785345,1.69985061103624,0.863060911766408,2836.54675801281,"E. Stuart"
1,1.5289008551259,1.48517284527908,0.771938581557997,2868.85531470537,"E. Stuart"
1,1.24486886006049,1.5389946612905,0.809943423726026,2875.76449302099,"E. Stuart"
1,1.79719925025031,3.2596159694247,0.846876883711676,2870.62021105156,"E. Stuart"
1,1.43950415665012,2.27299362472069,0.693959200799799,2848.93751254191,"E. Stuart"
1,1.5823151306656,2.72411747063997,0.836277177202136,2861.41307859434,"E. Stuart"
1,1.36185169572615,1.5673479248818,0.76349741539252,2883.42695521041,"E. Stuart"
1,1.29885116674432,1.5286365032194,0.867986084928033,2833.2094057742,"E. Stuart"
1,1.35527754746806,1.01532927405995,0.699925422901386,2864.23280254405,"E. Stuart"
1,1.3281418533926,1.80534726959594,0.721386885972812,2861.70984219608,"E. Stuart"
1,1.46724302275011,1.10413116514759,0.764063379814545,2837.09550556829,"E. Stuart"
1,1.30211076554042,2.64541732412607,0.818670620070743,2851.59906751749,"E. Stuart"
1,1.37627812755554,2.18787813032685,0.902618339441105,2852.42759612051,"E. Stuart"
1,1.44727394255205,1.03855417857538,0.88107728667166,2857.065373299,"E. Stuart"
1,1.42445682212514,1.91152357532557,0.916648828688743,2856.65927960513,"E. Stuart"
1,1.30219284027269,1.46389188370807,0.825288871003184,2870.28802826066,"E. Stuart"
1,1.47409366874791,1.06524987176555,0.912969764613462,2859.46131931031,"E. Stuart"
1,1.32426321513001,1.74919585237072,0.664897095119354,2862.68267521444,"E. Stuart"
1,1.39553785355069,1.90365631866058,0.779423627072513,2852.33497301638,"E. Stuart"
1,1.51130759738178,2.69591181959755,0.830505009305735,2862.19367432667,"E. Stuart"
1,1.3370582480132,1.85909655772171,0.995728773788236,2845.35949890296,"E. Stuart"
1,1.19311675256748,1.66243886069243,0.770438903836042,2862.78409326643,"E. Stuart"
1,1.40424795318409,1.94330750914111,0.678379744828027,2859.56857882934,"E. Stuart"
1,1.30965172417832,0.640498629151032,0.739882277345316,2838.48007116269,"E. Stuart"
1,1.43916133872785,1.79838590953571,0.888252510283827,2836.51306564901,"E. Stuart"
1,1.19942939871349,1.89355685557475,0.882321792371074,2873.25665242738,"E. Stuart"
1,1.6109149054256,2.0650750896586,0.779639149521103,2860.38000161006,"E. Stuart"
1,1.24586702195746,1.22257395004992,0.807129775545761,2828.46544654015,"E. Stuart"
1,1.30590818897861,2.006754412899,0.839440850619208,2844.57206145247,"E. Stuart"
1,1.42340906601824,1.82256371850679,0.874437098227204,2834.68563633409,"E. Stuart"
1,1.26453800334036,1.39165715045447,0.751421674658432,2864.68418082249,"E. Stuart"
1,1.28090077359265,1.08253562855218,0.865693004060847,2848.2916141046,"E. Stuart"
1,1.45967211815575,2.58720072710529,0.789579971368144,2847.24512329016,"E. Stuart"
1,1.44088092495865,1.9470872552089,0.727022814975463,2837.15582755838,"E. Stuart"
1,1.28387486721355,1.60829826846063,0.890097444408897,2854.44778110895,"E. Stuart"
1,1.47458406742942,1.9570042211372,0.877874690780794,2871.05397160375,"E. Stuart"
1,1.29079729461827,1.41225929117838,0.765062429487606,2859.28125023303,"E. Stuart"
1,1.37444977408698,1.83474072797347,0.984386630903973,2862.36456135999,"E. Stuart"
1,1.33453417533562,2.57318142361225,0.738787075712058,2862.72863595384,"E. Stuart"
1,1.25841036036443,0.759010957658547,0.985774442655605,2868.49010496592,"E. Stuart"
1,1.58544774645865,0.965656160330657,0.788553764266885,2836.53936103927,"E. Stuart"
1,1.41916270216104,2.08220789286692,0.729396744304684,2862.22506221553,"E. Stuart"
1,1.3960950146739,2.35030496173713,0.804497228829525,2857.65009275706,"E. Stuart"
1,1.42004883405237,3.06543378237108,0.855319348809234,2836.31204167265,"E. Stuart"
1,1.48793493887346,2.91587627635517,0.770415631364951,2897.08734943945,"E. Stuart"
1,1.41312692800191,1.33696206598554,0.854099366387993,2845.78544788598,"E. Stuart"
1,1.28617151568899,1.99796973996785,0.86602465982385,2844.37133931532,"E. Stuart"
1,1.30939270162713,1.19607581062429,0.813990479613832,2853.76627881201,"E. Stuart"
1,1.46565478042007,1.45800656923636,0.706693403845303,2822.65457539775,"E. Stuart"
1,1.19104091265313,1.28647200863943,0.809669004296898,2872.29660680544,"E. Stuart"
1,1.47248321984558,1.6090940431431,0.849218937989219,2857.13282393526,"E. Stuart"
1,1.45297414345016,1.29276378396644,0.835495827604189,2845.62630723458,"E. Stuart"
1,1.51998942742239,1.14355226210101,0.70765297936736,2874.01533306951,"E. Stuart"
1,1.42721656870728,0.907559750542335,0.934475963806622,2859.97611748068,"E. Stuart"
1,1.38232874617739,2.9231803954847,0.821200893759349,2843.13740288484,"E. Stuart"
1,1.11411896487238,0.81519279933227,0.749646054971782,2862.36195680321,"E. Stuart"
1,1.47778481568991,1.7677182774909,0.950516498317801,2853.3387663707,"E. Stuart"
1,1.50492973548226,2.72903835279071,0.88656354290104,2878.68631459833,"E. Stuart"
